"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa034131","Zm00001eb168910",0.515382485512345,-0.43545851452638,0.371685119927758,"NS","NS","NS"
"Td00001aa034147","Zm00001eb168750",-0.328176356968333,-0.381697853490091,0.278604488749386,"NS","NS","NS"
"Td00001aa034166","Zm00001eb168550",0.936253294897718,0.331375628836819,0.401060281385618,"NS","NS","NS"
"Td00001aa034170","Zm00001eb168480",0.455203230865144,0.46181954353141,0.842868080393175,"NS","NS","NS"
"Td00001aa034176","Zm00001eb168440",-0.122661732205461,0.135837740302242,0.794393221037153,"NS","NS","NS"
"Td00001aa034177","Zm00001eb168430",0.0960106170571052,0.418075457873695,0.248402046746299,"NS","NS","NS"
"Td00001aa034202","Zm00001eb169310",-0.12696434377859,-0.377122082375173,0.588638440107301,"NS","NS","NS"
"Td00001aa034214","Zm00001eb169400",-0.196100946811005,0.123653830905788,0.795327310172283,"NS","NS","NS"
"Td00001aa034235","Zm00001eb169570",0.312112716317304,-0.37295668088114,0.407685497899444,"NS","NS","NS"
"Td00001aa034241","Zm00001eb169620",-0.0628851850486655,0.463349518589496,0.12762602950006,"NS","NS","NS"
"Td00001aa034252","Zm00001eb169770",0.199524189848408,-0.0625124204814099,0.934900445448248,"NS","NS","NS"
"Td00001aa034276","Zm00001eb169970",-0.591152385855465,0.518705225096262,0.0508129662368587,"NS","NS","NS"
"Td00001aa034278","Zm00001eb170020",-0.417449927223238,-0.253148149160847,0.59853624276846,"NS","NS","NS"
"Td00001aa034279","Zm00001eb170040",0.586993710447628,-0.231792403692257,0.621434236210759,"NS","NS","NS"
"Td00001aa034292","Zm00001eb166980",-0.21430831714274,0.460404269601948,0.349051805164584,"NS","NS","NS"
"Td00001aa034293","Zm00001eb166990",0.245038181682179,0.87094101365911,0.010693207252589,"NS","NS","NS"
"Td00001aa034304","Zm00001eb166850",-0.40174999296078,1.27919241334201,0.00927023262386908,"NS","Up","NS"
"Td00001aa034348","Zm00001eb166440",-0.361344241919108,-0.417480622982316,0.215624114654172,"NS","NS","NS"
"Td00001aa034416","Zm00001eb165630",-0.994249103819598,-2.94626428017219,0.000167873917237787,"NS","Down","NS"
"Td00001aa034417","Zm00001eb165620",-1.34096950408977,-1.44528900746005,0.00374940501984596,"Down","Down","Down"
"Td00001aa034418","Zm00001eb165610",-2.24233138854996,-0.021939410856168,0.969219966318048,"Down","NS","NS"
"Td00001aa034420","Zm00001eb165580",-1.48943377135271,-1.48691705755502,8.63888694830172e-12,"Down","Down","Down"
"Td00001aa034421","Zm00001eb165560",-1.86375111449579,-0.368771344477246,0.838624349542141,"Down","NS","NS"
"Td00001aa034422","Zm00001eb165550",-0.281909819359524,-0.0989356829964395,0.769736653848631,"NS","NS","NS"
"Td00001aa034470","Zm00001eb165060",-0.143932713910004,0.385786004969354,0.146283475621507,"NS","NS","NS"
"Td00001aa034489","Zm00001eb164820",0.14875724916689,-0.0790413034820898,0.898651460188337,"NS","NS","NS"
"Td00001aa034494","Zm00001eb164780",0.492850119558431,-0.0210240741687085,0.971385009422775,"NS","NS","NS"
"Td00001aa034498","Zm00001eb164750",0.467708019409503,0.565850499318371,0.301004192030215,"NS","NS","NS"
"Td00001aa034552","Zm00001eb164310",0.224088039008194,0.243117615939846,0.834744627233793,"NS","NS","NS"
"Td00001aa034557","Zm00001eb271700",0.31064720051678,-0.296148916118678,0.547883363550813,"NS","NS","NS"
"Td00001aa034596","Zm00001eb272100",0.0489721733807265,-0.855538193844741,0.00582292883356381,"NS","NS","NS"
"Td00001aa034614","Zm00001eb272290",0.394411308280574,-1.8540009002498,9.72559174048382e-08,"NS","Down","NS"
"Td00001aa034653","Zm00001eb272660",0.093206930018422,0.0907226203184605,0.842868080393175,"NS","NS","NS"
"Td00001aa034718","Zm00001eb273440",-0.0947977402279985,1.53455403561954,0.00127512819851922,"NS","Up","NS"
"Td00001aa034766","Zm00001eb273940",-0.090853135313991,-0.351314153519286,0.659113823315595,"NS","NS","NS"
"Td00001aa034885","Zm00001eb387090",-0.357395883668428,0.264306317188038,0.615021600307195,"NS","NS","NS"
"Td00001aa034925","Zm00001eb275730",-0.050940859033578,0.287431575997317,0.60553970117335,"NS","NS","NS"
"Td00001aa034965","Zm00001eb278140",0.456279868263457,0.640165320748054,0.115617736626522,"NS","NS","NS"
"Td00001aa035008","Zm00001eb278510",-0.160671601628424,-0.626668404669717,0.334648832331717,"NS","NS","NS"
"Td00001aa035012","Zm00001eb278580",-0.32780514329204,0.472626745546831,0.241554278301868,"NS","NS","NS"
"Td00001aa035018","Zm00001eb278610",0.272858184594512,-1.01899031708121,1.69930767770246e-06,"NS","Down","NS"
"Td00001aa035022","Zm00001eb278650",0.451861901316857,-0.233656264930565,0.646397528100486,"NS","NS","NS"
"Td00001aa035075","Zm00001eb279060",0.0054670155381268,-0.0715550824400471,0.87588966950226,"NS","NS","NS"
"Td00001aa035076","Zm00001eb279070",-0.0278993127347244,0.425975493008081,0.29965583878047,"NS","NS","NS"
"Td00001aa035107","Zm00001eb279340",0.26904123753911,0.274119037455467,0.47550898851694,"NS","NS","NS"
"Td00001aa035115","Zm00001eb279430",-0.0724242161580935,0.645792904512091,0.164078958365893,"NS","NS","NS"
"Td00001aa035133","Zm00001eb279650",0.0735771302545855,0.338007940633372,0.445816930017247,"NS","NS","NS"
"Td00001aa035144","Zm00001eb279760",-0.320099342284752,-0.451334992739312,0.156131642160853,"NS","NS","NS"
"Td00001aa035146","Zm00001eb279780",0.372261944988921,0.451293876280895,0.1271669769365,"NS","NS","NS"
"Td00001aa035148","Zm00001eb279790",0.0874476182028268,-1.36716652726418,0.0223845045291361,"NS","Down","NS"
"Td00001aa035162","Zm00001eb279900",-0.093859015798609,0.591835663664225,0.149440870778759,"NS","NS","NS"
"Td00001aa035184","Zm00001eb280120",-0.36247592176844,0.191060970678432,0.709221829358217,"NS","NS","NS"
"Td00001aa035185","Zm00001eb280130",-0.444237590988729,0.0186875321071962,0.964552718615253,"NS","NS","NS"
"Td00001aa035195","Zm00001eb280200",-0.229953466414661,-0.135741575993806,0.89169662887831,"NS","NS","NS"
"Td00001aa035238","Zm00001eb280580",0.200498425228245,-0.162351294868537,0.681140988006584,"NS","NS","NS"
"Td00001aa035248","Zm00001eb280650",-0.018196953229252,0.330235100318045,0.541760626004674,"NS","NS","NS"
"Td00001aa035294","Zm00001eb280950",-0.622531554314459,-1.49814983880582,0.200909889741104,"NS","NS","NS"
"Td00001aa035337","Zm00001eb281340",0.304214767717026,-0.552136724890341,0.229136599602898,"NS","NS","NS"
"Td00001aa035346","Zm00001eb281490",0.0252964936523825,0.749719257880153,0.0281249301879006,"NS","NS","NS"
"Td00001aa035347","Zm00001eb281500",0.247500331232015,0.390515436823597,0.287786705232265,"NS","NS","NS"
"Td00001aa035373","Zm00001eb281750",-0.5163367933816,0.422880973187812,0.365194698360726,"NS","NS","NS"
"Td00001aa035431","Zm00001eb271450",0.075620569373004,0.451690165887781,0.291330767623695,"NS","NS","NS"
"Td00001aa035464","Zm00001eb271080",0.167162344390704,0.440287968332713,0.220508681939815,"NS","NS","NS"
"Td00001aa035476","Zm00001eb270940",0.11431728172722,0.668868517318913,0.0105054824636913,"NS","NS","NS"
"Td00001aa035643","Zm00001eb028170",-0.430143371464403,-1.85861120977912,6.62156650772206e-12,"NS","Down","NS"
"Td00001aa035658","Zm00001eb043000",-0.450711420353031,0.536958579666681,0.143075485224924,"NS","NS","NS"
"Td00001aa035659","Zm00001eb042990",0.286807988849314,0.0857020490266199,0.854559229890218,"NS","NS","NS"
"Td00001aa035684","Zm00001eb042830",-0.00391732628251101,0.284560044871398,0.394092514242644,"NS","NS","NS"
"Td00001aa035724","Zm00001eb042540",-0.0468773908252905,0.0425803722519522,0.980009878844948,"NS","NS","NS"
"Td00001aa035731","Zm00001eb042520",-0.3507549429366,0.0809141914500939,0.904294342209292,"NS","NS","NS"
"Td00001aa035785","Zm00001eb042130",-0.237531394421719,0.508538612790599,0.0846735475020236,"NS","NS","NS"
"Td00001aa035809","Zm00001eb041930",0.352479621570301,0.219171434440312,0.474787995823875,"NS","NS","NS"
"Td00001aa035827","Zm00001eb041850",-0.818386478928625,1.34734856480953,1.9904663678437e-06,"NS","Up","NS"
"Td00001aa035841","Zm00001eb037200",-0.73618948544516,-0.167855991544041,0.752745412310689,"NS","NS","NS"
"Td00001aa035848","Zm00001eb041730",-0.0929644768463715,-0.014158882998291,0.98699728407681,"NS","NS","NS"
"Td00001aa035875","Zm00001eb041400",0.0668556421757625,0.985530352224067,0.0782182301099493,"NS","NS","NS"
"Td00001aa035902","Zm00001eb041200",-0.0281322061574445,-0.277547144917945,0.629924024071123,"NS","NS","NS"
"Td00001aa035906","Zm00001eb041160",0.056349633680244,-0.235641992602343,0.592299992287047,"NS","NS","NS"
"Td00001aa035935","Zm00001eb040890",-0.920540272416108,0.125717325914796,0.813647653443593,"NS","NS","NS"
"Td00001aa035990","Zm00001eb040260",0.0096621074985933,-1.21266922007379,0.164268984776911,"NS","NS","NS"
"Td00001aa036052","Zm00001eb039670",-0.0549811349130075,0.512768950912897,0.0867314393852359,"NS","NS","NS"
"Td00001aa036065","Zm00001eb039550",0.182004458342886,0.317415758993004,0.259553025209294,"NS","NS","NS"
"Td00001aa036082","Zm00001eb039310",-0.528374188151268,0.116451277036637,0.78799428031366,"NS","NS","NS"
"Td00001aa036094","Zm00001eb038930",0.39076896634691,0.0773887760337619,0.900244981162968,"NS","NS","NS"
"Td00001aa036101","Zm00001eb038880",0.137636303410876,0.794443643949935,0.0956675780560803,"NS","NS","NS"
"Td00001aa036102","Zm00001eb038870",0.330973880271131,0.297053610246268,0.433733557083866,"NS","NS","NS"
"Td00001aa036137","Zm00001eb038510",-0.338763853277085,0.303523402414153,0.480227526070747,"NS","NS","NS"
"Td00001aa036151","Zm00001eb038370",0.029246976297947,0.628732486029487,0.011997100338312,"NS","NS","NS"
"Td00001aa036173","Zm00001eb038110",-0.464215779810456,-0.70113327345769,0.231853775973399,"NS","NS","NS"
"Td00001aa036207","Zm00001eb037640",-0.141681340568311,-1.5342070787746,1.90856443100566e-06,"NS","Down","NS"
"Td00001aa036222","Zm00001eb037520",1.22652116771342,1.43803309428481,0.00827867032958467,"Up","Up","Up"
"Td00001aa036235","Zm00001eb037420",-0.239265587456153,-0.154021301981925,0.764714974598391,"NS","NS","NS"
"Td00001aa036240","Zm00001eb037380",-0.0381788875490865,0.0204952950775051,0.972058971109622,"NS","NS","NS"
"Td00001aa036242","Zm00001eb037350",-0.220264459337083,0.30320817902014,0.48253745194549,"NS","NS","NS"
"Td00001aa036252","Zm00001eb037280",-0.3843463815426,-0.0567890729916974,0.961949192090987,"NS","NS","NS"
"Td00001aa036277","Zm00001eb036940",0.0504907652532111,-0.494633494991252,0.0476696876845018,"NS","NS","NS"
"Td00001aa036296","Zm00001eb036760",0.254374020247198,-0.454374178274931,0.335706963042135,"NS","NS","NS"
"Td00001aa036311","Zm00001eb036560",-0.18332176888236,0.139390750323081,0.800317236432598,"NS","NS","NS"
"Td00001aa036313","Zm00001eb175100",0.212340744184914,0.0856288478573043,0.829860347907086,"NS","NS","NS"
"Td00001aa036338","Zm00001eb036130",-0.220128007973395,-0.7057510121333,0.140415046953794,"NS","NS","NS"
"Td00001aa036339","Zm00001eb036050",-0.63347331018904,0.43138478507022,0.328803768821672,"NS","NS","NS"
"Td00001aa036390","Zm00001eb035420",-0.610772370015974,0.464002786059437,0.333899696821095,"NS","NS","NS"
"Td00001aa036402","Zm00001eb035260",0.00129735541493535,0.338732053730144,0.425139477437792,"NS","NS","NS"
"Td00001aa036449","Zm00001eb034830",0.345487096762895,-0.00174634535608041,0.997719917218655,"NS","NS","NS"
"Td00001aa036512","Zm00001eb034000",-0.842764916516827,-0.744933796703593,0.0130310284088426,"NS","NS","NS"
"Td00001aa036562","Zm00001eb033390",-0.173516343568836,0.0894335289280794,0.876606553187242,"NS","NS","NS"
"Td00001aa036635","Zm00001eb382240",0.610855330011058,0.295045235692122,0.595343076136884,"NS","NS","NS"
"Td00001aa036672","Zm00001eb381870",-0.16441658314956,0.141097846906389,0.741110611366574,"NS","NS","NS"
"Td00001aa036678","Zm00001eb381770",0.0889432171989017,0.400589068384574,0.382505992337302,"NS","NS","NS"
"Td00001aa036741","Zm00001eb380840",-0.0866074626025075,0.275232532969539,0.493146271952868,"NS","NS","NS"
"Td00001aa036782","Zm00001eb380260",-0.525040003989251,0.324029660580618,0.370957419337968,"NS","NS","NS"
"Td00001aa036791","Zm00001eb380080",-0.239225174301449,0.430565524321613,0.166073401674704,"NS","NS","NS"
"Td00001aa036796","Zm00001eb379990",0.093961240706758,0.263698596709684,0.438920157372163,"NS","NS","NS"
"Td00001aa036836","Zm00001eb371680",1.36725286099234,-0.982694975726208,0.433181256699489,"Up","NS","NS"
"Td00001aa036841","Zm00001eb371740",-0.424730635621024,0.110997559390199,0.805560091497403,"NS","NS","NS"
"Td00001aa036843","Zm00001eb371770",-0.686625494828398,0.164757582372472,0.789606542524328,"NS","NS","NS"
"Td00001aa036894","Zm00001eb372410",-0.0189021283355605,0.6375109491703,0.054252531233854,"NS","NS","NS"
"Td00001aa036966","Zm00001eb373080",-0.182466771510587,-0.0164023528932393,0.983391212601985,"NS","NS","NS"
"Td00001aa036970","Zm00001eb373110",-0.580642586503044,-0.075510381638926,0.918897782669956,"NS","NS","NS"
"Td00001aa036971","Zm00001eb373120",0.000966096558997501,-0.483478257553051,0.17155098879208,"NS","NS","NS"
"Td00001aa036987","Zm00001eb373290",0.026086920863381,0.0723055211729622,0.873392329900956,"NS","NS","NS"
"Td00001aa037066","Zm00001eb373960",0.412941839126928,-1.25102567222805,2.38898846421066e-05,"NS","Down","NS"
"Td00001aa037077","Zm00001eb374100",0.240463555230355,0.306660327840111,0.71278486582257,"NS","NS","NS"
"Td00001aa037112","Zm00001eb374470",-0.596569851347202,0.507423483440075,0.183443803661187,"NS","NS","NS"
"Td00001aa037174","Zm00001eb375040",0.448107651126799,2.1283707935892,3.03567290514403e-05,"NS","Up","NS"
"Td00001aa037183","Zm00001eb375190",-0.472549589330805,0.522707096802358,0.234773775244858,"NS","NS","NS"
"Td00001aa037211","Zm00001eb375430",0.0546936844930788,0.768894358845857,0.0482209907681811,"NS","NS","NS"
"Td00001aa037222","Zm00001eb375490",0.0156515979187135,-0.0257428369482448,0.966645693438327,"NS","NS","NS"
"Td00001aa037225","Zm00001eb375510",-0.332640891191494,-0.0712484645355437,0.871016979042671,"NS","NS","NS"
"Td00001aa037247","Zm00001eb375690",-0.41071285456964,-0.380180620187296,0.581716480876737,"NS","NS","NS"
"Td00001aa037250","Zm00001eb375710",-0.215936630869246,-0.254258701699219,0.71851068256638,"NS","NS","NS"
"Td00001aa037271","Zm00001eb376020",-0.609376897918002,0.449634367946775,0.0808703158193571,"NS","NS","NS"
"Td00001aa037279","Zm00001eb376100",1.88245428678625,0.651533489813098,0.0878750214564344,"Up","NS","NS"
"Td00001aa037301","Zm00001eb376530",-1.29356043665466,-1.63014857475745,2.12963815937933e-09,"Down","Down","Down"
"Td00001aa037305","Zm00001eb376570",-1.06941163235126,-0.661217033371036,0.0108356952471839,"Down","NS","NS"
"Td00001aa037317","Zm00001eb376670",-0.263591238817555,0.550515301103813,0.041055521867277,"NS","NS","NS"
"Td00001aa037324","Zm00001eb347960",-0.143212305134151,0.482402529507438,0.326094811474186,"NS","NS","NS"
"Td00001aa037326","Zm00001eb376740",-0.517713597290381,0.737663443784424,0.0281745986902488,"NS","NS","NS"
"Td00001aa037328","Zm00001eb376780",-0.258912844136819,0.366456389024651,0.505466943498327,"NS","NS","NS"
"Td00001aa037347","Zm00001eb376980",-1.00235167090382,-0.0038365241322805,0.995002011032068,"Down","NS","NS"
"Td00001aa037385","Zm00001eb011600",-0.221863329000526,-1.09044731854565,0.0638334920303097,"NS","NS","NS"
"Td00001aa037404","Zm00001eb270240",-0.0668691883260355,0.156892009662974,0.698276775827939,"NS","NS","NS"
"Td00001aa037423","Zm00001eb377870",0.344621572097059,0.674996455739679,0.1593692653214,"NS","NS","NS"
"Td00001aa037432","Zm00001eb378000",0.194740337698716,-0.0989956030286114,0.778852109546996,"NS","NS","NS"
"Td00001aa037433","Zm00001eb378020",0.513716157405244,-0.176273073216176,0.824199546141595,"NS","NS","NS"
"Td00001aa037434","Zm00001eb378030",0.0821828499776865,0.31891164286017,0.371726511125111,"NS","NS","NS"
"Td00001aa037472","Zm00001eb378400",-0.428719840295619,-0.4592972385304,0.501942602129891,"NS","NS","NS"
"Td00001aa037535","Zm00001eb378930",0.37901689776846,-1.04663747442702,0.00466662526477945,"NS","Down","NS"
"Td00001aa037548","Zm00001eb379100",-0.0838704866559891,-0.667300067898671,0.0485678817460131,"NS","NS","NS"
"Td00001aa037578","Zm00001eb379440",-0.81360283299408,0.0247841996170576,0.959967106454493,"NS","NS","NS"
"Td00001aa037587","Zm00001eb379500",-0.130440993340161,-0.0322943033073907,0.956016145730087,"NS","NS","NS"
"Td00001aa037699","Zm00001eb088410",-0.339378549866855,-0.641071259945883,0.555485745370973,"NS","NS","NS"
"Td00001aa037706","Zm00001eb088500",-1.17700350094115,1.77984110199359,0.0310124124717201,"Down","Up","NS"
"Td00001aa037714","Zm00001eb088740",-0.543257664318748,1.41884775022916,0.0194283247085254,"NS","Up","NS"
"Td00001aa037745","Zm00001eb089020",-0.26056071868456,0.210246369824462,0.635603488875692,"NS","NS","NS"
"Td00001aa037746","Zm00001eb089060",0.180416097800184,-0.97377548377718,0.0306483683086714,"NS","NS","NS"
"Td00001aa038271","Zm00001eb412370",-1.36993046226209,-0.0835503221701704,0.853372308418704,"Down","NS","NS"
"Td00001aa038310","Zm00001eb412490",-0.495719796011548,-0.139880897531759,0.78019181613607,"NS","NS","NS"
"Td00001aa038328","Zm00001eb412930",-0.167388161046831,-0.0333981293680837,0.958140000602972,"NS","NS","NS"
"Td00001aa038363","Zm00001eb413110",-0.680588701061027,0.628455971295533,0.300232820739517,"NS","NS","NS"
"Td00001aa038374","Zm00001eb413160",-0.412213579268852,0.0166802349302816,0.979406296522921,"NS","NS","NS"
"Td00001aa038382","Zm00001eb413300",-1.12370877811788,0.891056253626613,0.0098390438948892,"Down","NS","NS"
"Td00001aa038392","Zm00001eb413370",0.725247605965118,0.42264065414171,0.284318349014268,"NS","NS","NS"
"Td00001aa038418","Zm00001eb413550",-0.276521405524063,0.302504412714319,0.450148956048503,"NS","NS","NS"
"Td00001aa038422","Zm00001eb413580",-0.0719938047712173,0.271188922403841,0.391856543512325,"NS","NS","NS"
"Td00001aa038436","Zm00001eb413740",-0.0812646309328355,-0.0912993782987898,0.873590349095796,"NS","NS","NS"
"Td00001aa038447","Zm00001eb413850",0.245918324202609,-1.2058930660036,0.00653851164969752,"NS","Down","NS"
"Td00001aa038507","Zm00001eb414550",-0.408767831672503,0.233955820539445,0.52745382549179,"NS","NS","NS"
"Td00001aa038515","Zm00001eb414690",-0.221102098154599,-0.945927973960762,0.0080262108185668,"NS","NS","NS"
"Td00001aa038583","Zm00001eb415460",-1.03301409280462,-0.272038480238625,0.759460471333389,"Down","NS","NS"
"Td00001aa038589","Zm00001eb415530",-0.566412080610696,-0.580072636407496,0.0996548400457702,"NS","NS","NS"
"Td00001aa038590","Zm00001eb415580",-0.76569481243297,-0.180570163822259,0.727802192852987,"NS","NS","NS"
"Td00001aa038610","Zm00001eb415710",0.0342666802307326,-0.304382435804244,0.556642563749608,"NS","NS","NS"
"Td00001aa038640","Zm00001eb416090",-0.627126029456178,1.1338383243492,3.79250837398573e-06,"NS","Up","NS"
"Td00001aa038654","Zm00001eb416220",-0.141141933153741,-0.122768260064013,0.805042213185498,"NS","NS","NS"
"Td00001aa038676","Zm00001eb416430",0.180452546615364,-0.0841059984852252,0.84050277062457,"NS","NS","NS"
"Td00001aa038714","Zm00001eb416750",0.502597827943319,-0.481475908960973,0.416466205565276,"NS","NS","NS"
"Td00001aa038742","Zm00001eb416990",0.350391968245016,0.949453190372729,0.333873733403527,"NS","NS","NS"
