Ag_protein,Mg_protein_id,n_peptides,sum_bitscore,median_pident
Ag00001aa124950_T001,Misin08G103000.1.v7.1,1,45.4,100
Ag00001aa125027_T001,Misin08G075200.1.v7.1,2,85.1,95.85
Ag00001aa125037_T001,Misin07G095500.1.v7.1,2,72.4,100
Ag00001aa125063_T001,Misin07G093300.1.v7.1,4,182.10000000000002,97.85
Ag00001aa125113_T001,Misin08G087500.1.v7.1,1,35.8,100
Ag00001aa125303_T002,Misin07G068900.1.v7.1,2,90.8,95.5
Ag00001aa125357_T001,Misin07G064300.1.v7.1,3,121.6,100
Ag00001aa125399_T001,Misin18G213400.1.v7.1,2,97.8,100
Ag00001aa125478_T001,Misin07G051700.1.v7.1,2,90.5,100
Ag00001aa125538_T001,Misin07G046200.1.v7.1,6,248.29999999999998,100
Ag00001aa125622_T003,Misin07G039500.1.v7.1,1,40.8,100
Ag00001aa125655_T001,Misin07G035900.1.v7.1,1,33.5,93.3
Ag00001aa125664_T001,Misin07G034500.1.v7.1,1,38.5,100
Ag00001aa125700_T001,Misin08G031200.1.v7.1,5,171.70000000000002,87.5
Ag00001aa125798_T002,Misin07G023200.1.v7.1,11,412.5,100
Ag00001aa125834_T001,Misin08G017100.1.v7.1,4,161,100
Ag00001aa125841_T001,Misin08G016800.1.v7.1,1,50.4,100
Ag00001aa125991_T001,Misin07G008200.1.v7.1,2,76.19999999999999,100
Ag00001aa126015_T002,Misin07G006100.1.v7.1,1,35,100
Ag00001aa126038_T001,MisinT361600.1.v7.1,12,468,100
Ag00001aa126088_T001,MisinT054100.1.v7.1,2,79.4,100
Ag00001aa126130_T002,MisinT105200.1.v7.1,1,39.3,100
Ag00001aa126186_T002,Misin01G087400.1.v7.1,4,143.7,100
Ag00001aa126233_T003,Misin15G004600.1.v7.1,2,99.4,100
Ag00001aa126282_T001,Misin15G007600.1.v7.1,1,50.1,90.6
Ag00001aa126331_T001,Misin14G025100.1.v7.1,2,105.2,100
Ag00001aa126393_T001,MisinT399200.1.v7.1,2,70.8,94.1
Ag00001aa126492_T001,Misin14G039500.1.v7.1,1,65.1,90
Ag00001aa126508_T001,Misin14G038400.1.v7.1,1,43.9,100
Ag00001aa126527_T001,Misin15G045900.1.v7.1,1,37,100
Ag00001aa126546_T001,Misin15G053900.1.v7.1,5,211.7,100
Ag00001aa126647_T002,MisinT271700.1.v7.1,2,94.8,95.8
Ag00001aa126669_T001,Misin09G005900.1.v7.1,4,162.1,100
Ag00001aa126695_T003,Misin15G065800.1.v7.1,8,402.79999999999995,100
Ag00001aa126766_T003,Misin14G058400.1.v7.1,5,213.3,100
Ag00001aa126882_T001,Misin14G075000.1.v7.1,1,52.4,95.8
Ag00001aa126888_T002,Misin14G074800.1.v7.1,1,37,100
Ag00001aa126910_T003,Misin14G071300.1.v7.1,4,168.29999999999998,97.35
Ag00001aa126953_T002,Misin16G154100.1.v7.1,2,96.2,100
Ag00001aa126959_T001,Misin15G086900.1.v7.1,2,85.5,100
Ag00001aa126962_T002,Misin18G026500.1.v7.1,9,338.7,100
Ag00001aa126989_T001,Misin14G080600.1.v7.1,11,517.6999999999999,100
Ag00001aa127002_T002,Misin14G083200.1.v7.1,16,642.8999999999999,100
Ag00001aa127055_T001,Misin17G109300.1.v7.1,1,38.1,100
Ag00001aa127057_T001,Misin16G096200.1.v7.1,1,58.5,100
Ag00001aa127105_T001,Misin19G143000.1.v7.1,1,38.9,100
Ag00001aa127144_T001,Misin16G088100.1.v7.1,1,43.1,100
Ag00001aa127310_T001,Misin16G069000.1.v7.1,1,42.4,100
Ag00001aa127370_T003,Misin16G073300.1.v7.1,2,72.4,100
Ag00001aa127380_T002,Misin16G072200.1.v7.1,4,169.8,100
Ag00001aa127404_T001,Misin06G135600.1.v7.1,2,135.6,97.1
Ag00001aa127417_T001,Misin16G059900.1.v7.1,3,122.8,100
Ag00001aa127431_T001,Misin16G061500.1.v7.1,5,206.29999999999998,100
Ag00001aa127432_T001,Misin16G061600.1.v7.1,1,33.1,100
Ag00001aa127438_T001,Misin16G062100.1.v7.1,6,264.5,100
Ag00001aa127444_T002,Misin16G062700.1.v7.1,1,37.7,100
Ag00001aa127458_T001,Misin17G059200.1.v7.1,8,299.8,93.85
Ag00001aa127491_T001,Misin16G002000.1.v7.1,2,81.6,100
Ag00001aa127514_T001,Misin16G034500.1.v7.1,2,94,100
Ag00001aa127536_T001,Misin11G031500.1.v7.1,3,180.20000000000002,100
Ag00001aa127648_T001,Misin17G038800.1.v7.1,2,79.30000000000001,90.5
Ag00001aa127812_T001,Misin17G041200.1.v7.1,4,226.5,97.75
Ag00001aa127851_T001,Misin16G014000.1.v7.1,5,207.8,100
Ag00001aa127853_T001,Misin16G013800.1.v7.1,7,372.59999999999997,100
Ag00001aa127927_T001,Misin17G012500.1.v7.1,2,84.8,79.2
Ag00001aa127928_T001,Misin16G009500.1.v7.1,1,40,100
Ag00001aa127945_T002,Misin09G043400.1.v7.1,4,154,100
Ag00001aa127975_T001,Misin17G004000.1.v7.1,1,46.6,100
Ag00001aa128017_T001,Misin16G102400.1.v7.1,10,396.99999999999994,100
Ag00001aa128190_T001,Misin16G078700.1.v7.1,2,105.5,98.15
Ag00001aa128197_T001,Misin16G077800.1.v7.1,1,45.8,100
Ag00001aa128338_T001,Misin16G073300.1.v7.1,2,72.4,100
Ag00001aa128402_T002,Misin16G062300.1.v7.1,1,36.2,100
Ag00001aa128547_T001,Misin16G102400.1.v7.1,10,383.99999999999994,100
Ag00001aa128650_T001,Misin06G005600.1.v7.1,2,77.8,100
Ag00001aa128662_T001,Misin16G041800.1.v7.1,3,156,100
Ag00001aa128738_T001,Misin16G017200.1.v7.1,1,50.4,100
Ag00001aa128777_T001,Misin17G017100.1.v7.1,4,151,100
Ag00001aa128785_T001,Misin07G394100.1.v7.1,5,232.7,100
Ag00001aa128941_T002,Misin14G083200.1.v7.1,16,645.5999999999999,100
Ag00001aa128970_T001,Misin14G079400.1.v7.1,1,43.5,95.2
Ag00001aa128979_T001,Misin16G154100.1.v7.1,2,96.2,100
Ag00001aa128988_T002,Misin15G085600.1.v7.1,3,157.8,100
Ag00001aa129051_T001,Misin15G094700.1.v7.1,2,121.3,96.55
Ag00001aa129056_T001,Misin15G094100.1.v7.1,4,152.10000000000002,100
Ag00001aa129063_T003,Misin14G078300.1.v7.1,1,35,100
Ag00001aa129133_T002,Misin15G060600.1.v7.1,1,40,100
Ag00001aa129135_T001,Misin14G054600.1.v7.1,2,67.80000000000001,100
Ag00001aa129168_T002,Misin14G058400.1.v7.1,4,170.2,100
Ag00001aa129179_T001,Misin14G059000.1.v7.1,1,40,100
Ag00001aa129206_T001,Misin09G104100.1.v7.1,1,33.5,77.8
Ag00001aa129298_T001,Misin01G180500.1.v7.1,4,187.79999999999998,100
Ag00001aa129302_T001,Misin14G027400.1.v7.1,1,38.9,100
Ag00001aa129357_T002,Misin15G053900.1.v7.1,5,210.2,100
Ag00001aa129378_T001,Misin15G046100.1.v7.1,3,115.19999999999999,100
Ag00001aa129427_T002,Misin09G021900.1.v7.1,2,101.19999999999999,100
Ag00001aa129510_T002,MisinT399200.1.v7.1,1,38.1,100
Ag00001aa129540_T002,Misin14G022900.1.v7.1,2,71.19999999999999,96.9
Ag00001aa129549_T003,Misin14G023600.1.v7.1,2,79,100
Ag00001aa129568_T001,Misin14G025100.1.v7.1,2,81.7,100
Ag00001aa129781_T002,MisinT054800.1.v7.1,4,179.8,100
Ag00001aa129782_T003,MisinT104400.1.v7.1,15,623.1,100
Ag00001aa129841_T001,Misin09G009200.1.v7.1,2,70.8,100
Ag00001aa129885_T002,Misin13G081600.1.v7.1,3,110.9,91.7
Ag00001aa129983_T001,Misin07G314800.1.v7.1,9,402,100
Ag00001aa130017_T002,Misin07G309900.1.v7.1,11,499.09999999999997,100
Ag00001aa130156_T002,Misin07G301300.1.v7.1,2,72,100
Ag00001aa130258_T002,Misin07G289300.1.v7.1,1,33.5,87.5
Ag00001aa130270_T001,Misin13G129200.1.v7.1,5,204.10000000000002,100
Ag00001aa130276_T001,Misin07G286700.1.v7.1,9,423.49999999999994,100
Ag00001aa130363_T001,Misin07G278500.1.v7.1,1,35,100
Ag00001aa130398_T001,Misin07G275700.1.v7.1,1,37,100
Ag00001aa130436_T001,Misin07G273200.1.v7.1,8,382.20000000000005,100
Ag00001aa130618_T001,Misin11G098300.1.v7.1,2,70.8,100
Ag00001aa130775_T001,Misin07G239600.1.v7.1,1,33.5,92.9
Ag00001aa130867_T001,Misin12G066000.1.v7.1,5,202.5,100
Ag00001aa130967_T001,Misin04G146000.1.v7.1,1,38.9,94.7
Ag00001aa131157_T001,Misin03G149300.1.v7.1,1,35,100
Ag00001aa131181_T001,Misin04G170000.1.v7.1,1,38.9,100
Ag00001aa131199_T001,Misin04G173200.1.v7.1,1,41.2,100
Ag00001aa131485_T001,Misin04G197700.1.v7.1,1,40.4,94.7
Ag00001aa131525_T002,Misin03G183000.1.v7.1,2,70.80000000000001,97.05
Ag00001aa131667_T001,Misin04G213400.1.v7.1,1,34.7,88.2
Ag00001aa131767_T001,Misin04G224000.1.v7.1,1,34.3,95
Ag00001aa131828_T002,Misin07G234500.1.v7.1,1,34.3,100
Ag00001aa131850_T001,Misin04G246600.1.v7.1,4,156.7,100
Ag00001aa131871_T001,Misin10G176700.1.v7.1,1,38.5,100
Ag00001aa132024_T001,Misin03G233600.1.v7.1,4,194.5,100
Ag00001aa132225_T001,Misin03G268000.1.v7.1,10,401.20000000000005,100
Ag00001aa132298_T001,Misin03G261800.1.v7.1,4,204.5,100
Ag00001aa132359_T001,Misin04G296900.1.v7.1,1,33.1,100
Ag00001aa132370_T001,Misin03G275000.1.v7.1,1,51.2,96.2
Ag00001aa132402_T001,Misin03G278000.1.v7.1,5,225,100
Ag00001aa132492_T001,Misin03G099400.1.v7.1,1,34.3,100
Ag00001aa132697_T001,Misin03G317000.1.v7.1,3,120.1,100
Ag00001aa133171_T001,MisinT523900.1.v7.1,4,171,100
Ag00001aa133406_T001,Misin04G398500.1.v7.1,2,87,100
Ag00001aa133433_T002,Misin01G372200.1.v7.1,3,189.8,97.3
Ag00001aa133652_T001,Misin04G110800.1.v7.1,2,84,100
Ag00001aa133789_T002,MisinT116500.1.v7.1,2,94.8,100
Ag00001aa133834_T001,Misin15G136600.1.v7.1,1,46.6,100
Ag00001aa133916_T001,Misin15G139700.1.v7.1,2,71.6,100
Ag00001aa134024_T001,Misin15G115000.1.v7.1,2,92.8,96.45
Ag00001aa134149_T002,Misin14G106300.1.v7.1,1,33.9,100
Ag00001aa134152_T001,Misin15G127500.1.v7.1,2,74.4,100
Ag00001aa134613_T001,Misin01G108800.1.v7.1,13,580.9,100
Ag00001aa134618_T003,Misin01G106100.1.v7.1,3,117.49999999999999,100
Ag00001aa134621_T001,Misin02G093500.1.v7.1,8,306.5,100
Ag00001aa134638_T001,Misin01G104600.1.v7.1,6,236.89999999999998,100
Ag00001aa134669_T001,Misin07G286700.1.v7.1,4,164.8,100
Ag00001aa134807_T002,Misin08G063500.1.v7.1,5,224.2,100
Ag00001aa135086_T001,Misin02G047600.1.v7.1,3,182.39999999999998,96.7
Ag00001aa135109_T001,Misin01G059500.1.v7.1,1,40,100
Ag00001aa135111_T001,Misin01G059400.1.v7.1,1,34.7,100
Ag00001aa135121_T001,Misin02G042500.1.v7.1,2,82.4,100
Ag00001aa135132_T002,Misin01G056700.1.v7.1,1,53.5,100
Ag00001aa135320_T002,Misin01G039600.1.v7.1,3,112.4,100
Ag00001aa135333_T001,Misin01G038500.1.v7.1,4,143.2,100
Ag00001aa135387_T001,Misin01G033200.1.v7.1,1,39.7,100
Ag00001aa135418_T001,Misin02G010000.1.v7.1,2,75.1,100
Ag00001aa135449_T001,Misin01G026400.1.v7.1,3,129.8,100
Ag00001aa135511_T001,Misin02G001100.1.v7.1,1,34.7,86.4
Ag00001aa135523_T001,Misin03G066700.1.v7.1,1,35.8,100
Ag00001aa135942_T001,Misin05G212600.1.v7.1,1,45.8,100
Ag00001aa136054_T001,Misin06G223700.1.v7.1,4,183.2,100
Ag00001aa136159_T001,Misin16G064900.1.v7.1,2,83.5,96.45
Ag00001aa136184_T001,MisinT246700.1.v7.1,1,33.9,100
Ag00001aa136270_T002,Misin05G205200.1.v7.1,2,84.69999999999999,100
Ag00001aa136334_T001,Misin06G192600.1.v7.1,3,134,100
Ag00001aa136355_T001,Misin05G187200.1.v7.1,1,42.7,100
Ag00001aa136360_T002,Misin06G190400.1.v7.1,1,38.1,100
Ag00001aa136444_T001,Misin06G190800.1.v7.1,1,37.4,100
Ag00001aa136467_T001,Misin03G058300.1.v7.1,6,269.20000000000005,100
Ag00001aa136564_T002,Misin05G177800.1.v7.1,3,112.4,100
Ag00001aa136581_T001,Misin05G170600.1.v7.1,6,253.3,100
Ag00001aa136657_T001,Misin05G176300.1.v7.1,4,146.3,100
Ag00001aa136700_T001,Misin06G157300.1.v7.1,5,199.4,100
Ag00001aa136803_T002,Misin03G080500.1.v7.1,1,58.2,96.2
Ag00001aa136825_T001,Misin03G088100.1.v7.1,1,37.7,100
Ag00001aa137018_T001,Misin03G086700.1.v7.1,3,168.7,100
Ag00001aa137091_T002,Misin04G104800.1.v7.1,1,37,94.1
Ag00001aa137156_T002,Misin03G098600.1.v7.1,2,142.4,97.1
Ag00001aa137329_T001,Misin11G069500.1.v7.1,1,34.7,89.5
Ag00001aa137379_T002,Misin04G131900.1.v7.1,1,36.2,94.1
Ag00001aa137412_T001,Misin03G113300.1.v7.1,1,33.5,93.8
Ag00001aa137519_T001,Misin11G028400.1.v7.1,2,87,100
Ag00001aa137535_T001,Misin11G025600.1.v7.1,2,85.9,97.75
Ag00001aa137598_T001,Misin11G015800.1.v7.1,1,48.9,100
Ag00001aa137659_T001,Misin12G013200.1.v7.1,2,84,100
Ag00001aa137737_T001,Misin12G019000.1.v7.1,2,90.1,94.1
Ag00001aa137774_T001,Misin11G003400.1.v7.1,1,39.7,100
Ag00001aa137803_T003,Misin12G002400.1.v7.1,4,159,100
Ag00001aa138024_T002,Misin12G009400.1.v7.1,2,74.30000000000001,100
Ag00001aa138044_T002,Misin09G176400.1.v7.1,10,408.00000000000006,58.6
Ag00001aa138047_T001,Misin09G176400.1.v7.1,4,163.2,58.6
Ag00001aa138100_T001,Misin11G007300.1.v7.1,1,33.5,93.3
Ag00001aa138163_T001,Misin11G002300.1.v7.1,2,78.19999999999999,100
Ag00001aa138220_T001,Misin10G195400.1.v7.1,2,91.6,79.2
Ag00001aa138266_T001,Misin11G000200.1.v7.1,5,177.89999999999998,100
Ag00001aa138465_T001,MisinT060900.1.v7.1,3,134,100
Ag00001aa138466_T001,Misin04G393300.1.v7.1,1,43.1,95.7
Ag00001aa138842_T001,MisinT452900.1.v7.1,2,75.5,83.1
Ag00001aa138894_T001,Misin04G349000.1.v7.1,5,271.2,100
Ag00001aa138927_T001,Misin03G298300.1.v7.1,1,56.6,100
Ag00001aa138976_T001,Misin03G296200.1.v7.1,2,90.5,100
Ag00001aa139153_T001,Misin03G319700.1.v7.1,1,73.9,100
Ag00001aa139155_T001,Misin03G320200.1.v7.1,1,40,88.2
Ag00001aa139240_T001,Misin04G314200.1.v7.1,1,37.7,94.1
Ag00001aa139326_T001,Misin04G309700.1.v7.1,6,264.2,100
Ag00001aa139499_T001,Misin03G261800.1.v7.1,9,484.1,100
Ag00001aa139665_T001,Misin03G231100.1.v7.1,4,153.3,100
Ag00001aa139864_T001,Misin03G224800.1.v7.1,1,51.6,100
Ag00001aa139879_T001,Misin03G223300.1.v7.1,1,43.9,100
Ag00001aa139922_T001,Misin03G219000.1.v7.1,5,207.7,100
Ag00001aa139940_T001,Misin03G218300.1.v7.1,1,46.6,91.7
Ag00001aa139974_T002,Misin03G213700.1.v7.1,1,35.8,100
Ag00001aa140070_T001,MisinT354700.1.v7.1,1,34.3,93.8
Ag00001aa140129_T001,Misin13G196900.1.v7.1,3,136.3,100
Ag00001aa140147_T001,Misin04G215400.1.v7.1,2,72.8,97.05
Ag00001aa140247_T001,Misin03G207800.1.v7.1,1,49.3,100
Ag00001aa140442_T001,MisinT150800.1.v7.1,1,34.3,100
Ag00001aa140506_T001,Misin04G181700.1.v7.1,3,103.1,100
Ag00001aa140533_T002,Misin03G175400.1.v7.1,1,48.1,92
Ag00001aa140662_T001,Misin01G250100.1.v7.1,1,43.5,95.5
Ag00001aa140853_T001,Misin06G274700.1.v7.1,2,101.6,100
Ag00001aa140871_T001,Misin05G281400.1.v7.1,7,355.5,100
Ag00001aa140872_T001,Misin05G281300.1.v7.1,1,58.2,100
Ag00001aa140968_T001,Misin05G266500.1.v7.1,2,69.3,100
Ag00001aa140999_T001,Misin06G259400.1.v7.1,1,35.4,100
Ag00001aa141010_T001,Misin06G252800.1.v7.1,4,184.89999999999998,100
Ag00001aa141013_T001,Misin05G273100.1.v7.1,6,237.20000000000002,100
Ag00001aa141131_T001,Misin05G252400.1.v7.1,1,35.8,100
Ag00001aa141168_T001,Misin06G230100.1.v7.1,1,41.6,100
Ag00001aa141190_T001,Misin05G258700.1.v7.1,1,57,96.2
Ag00001aa141258_T001,Misin06G274900.1.v7.1,1,42.7,100
Ag00001aa141278_T001,MisinT011600.1.v7.1,3,167.8,100
Ag00001aa141332_T001,Misin05G211800.1.v7.1,2,70.5,100
Ag00001aa141352_T001,Misin05G214100.1.v7.1,6,236.1,100
Ag00001aa141414_T001,Misin05G219700.1.v7.1,6,259.3,100
Ag00001aa141498_T001,Misin05G228200.1.v7.1,1,33.1,100
Ag00001aa141556_T001,Misin05G233400.1.v7.1,4,192.6,100
Ag00001aa141567_T001,Misin16G064900.1.v7.1,2,83.5,96.45
Ag00001aa141646_T001,Misin05G201500.1.v7.1,3,125.8,100
Ag00001aa141694_T001,Misin03G032900.1.v7.1,1,36.6,100
Ag00001aa141746_T001,Misin06G198900.1.v7.1,1,36.2,100
Ag00001aa141778_T001,Misin05G192400.1.v7.1,7,303.8,100
Ag00001aa141787_T001,Misin03G058300.1.v7.1,5,228,100
Ag00001aa141867_T001,Misin05G198200.1.v7.1,1,48.5,100
Ag00001aa141937_T002,Misin04G091900.1.v7.1,2,82.4,94.4
Ag00001aa142034_T003,Misin03G086700.1.v7.1,3,168.7,100
Ag00001aa142201_T003,Misin04G111900.1.v7.1,8,407.40000000000003,100
Ag00001aa142286_T001,Misin03G108000.1.v7.1,1,37.7,100
Ag00001aa142341_T001,Misin04G126000.1.v7.1,3,129.8,100
Ag00001aa142358_T001,Misin03G121100.1.v7.1,5,204.8,94.7
Ag00001aa142364_T001,Misin04G126800.1.v7.1,1,48.9,100
Ag00001aa142399_T001,MisinT457200.1.v7.1,2,70,100
Ag00001aa142479_T001,Misin19G180500.1.v7.1,1,38.1,73.1
Ag00001aa142492_T002,Misin11G000200.1.v7.1,5,180.7,100
Ag00001aa142538_T001,Misin11G003600.1.v7.1,2,107,100
Ag00001aa142659_T002,Misin12G010600.1.v7.1,4,178.29999999999998,100
Ag00001aa142761_T001,Misin11G028300.1.v7.1,1,43.1,100
Ag00001aa142763_T001,Misin02G235300.1.v7.1,2,73.1,100
Ag00001aa142770_T001,Misin12G036400.1.v7.1,1,36.6,100
Ag00001aa142772_T001,Misin12G036200.1.v7.1,1,33.1,93.3
Ag00001aa142901_T001,Misin05G009200.1.v7.1,1,34.3,100
Ag00001aa142959_T001,Misin06G004600.1.v7.1,1,37.7,100
Ag00001aa142962_T001,Misin05G015300.1.v7.1,3,125.6,100
Ag00001aa142969_T001,Misin06G005600.1.v7.1,2,77.8,100
Ag00001aa143034_T001,Misin05G021700.1.v7.1,2,92.1,100
Ag00001aa143117_T001,Misin06G015100.1.v7.1,1,34.7,100
Ag00001aa143197_T001,Misin05G033000.1.v7.1,3,139.4,100
Ag00001aa143244_T003,Misin06G258200.1.v7.1,1,35.8,100
Ag00001aa143245_T003,Misin05G036700.1.v7.1,3,132.79999999999998,94.7
Ag00001aa143275_T001,Misin05G039800.1.v7.1,3,161.4,100
Ag00001aa143278_T001,Misin05G040700.1.v7.1,4,182.6,100
Ag00001aa143292_T001,Misin05G041600.1.v7.1,1,62.8,100
Ag00001aa143478_T001,Misin05G048700.1.v7.1,1,59.7,100
Ag00001aa143504_T001,Misin04G407100.1.v7.1,2,79.4,75
Ag00001aa143632_T001,Misin06G078400.1.v7.1,8,458.59999999999997,96.5
Ag00001aa143704_T001,MisinT504400.1.v7.1,2,103.6,94.3
Ag00001aa143736_T001,Misin05G079800.1.v7.1,8,323,95.2
Ag00001aa143830_T002,MisinT522300.1.v7.1,1,46.2,100
Ag00001aa143849_T002,Misin09G083700.1.v7.1,2,70.8,100
Ag00001aa143877_T001,Misin09G092200.1.v7.1,1,46.2,95.8
Ag00001aa144335_T001,Misin07G008200.1.v7.1,2,76.19999999999999,100
Ag00001aa144456_T001,Misin07G019700.1.v7.1,2,88.9,100
Ag00001aa144481_T002,MisinT162100.1.v7.1,1,44.3,100
Ag00001aa144612_T001,Misin08G031200.1.v7.1,5,171.70000000000002,87.5
Ag00001aa144639_T001,Misin07G033300.1.v7.1,3,125.19999999999999,100
Ag00001aa144657_T001,Misin07G035700.1.v7.1,4,209.50000000000003,100
Ag00001aa145004_T001,Misin07G060400.1.v7.1,1,45.1,100
Ag00001aa145017_T002,Misin07G061700.1.v7.1,1,50.1,100
Ag00001aa145064_T002,Misin16G060100.1.v7.1,1,52.4,100
Ag00001aa145079_T002,Misin07G067900.1.v7.1,7,347.8,100
Ag00001aa145084_T001,Misin07G068600.1.v7.1,2,77.8,100
Ag00001aa145191_T001,Misin08G098900.1.v7.1,2,87,100
Ag00001aa145278_T004,Misin04G060900.1.v7.1,4,187.10000000000002,100
Ag00001aa145320_T001,Misin04G057600.1.v7.1,1,33.9,100
Ag00001aa145323_T002,Misin03G051800.1.v7.1,1,37.7,100
Ag00001aa145338_T002,Misin03G045200.1.v7.1,1,33.1,100
Ag00001aa145421_T001,MisinT278200.1.v7.1,3,112.50000000000001,100
Ag00001aa145595_T001,Misin04G031100.1.v7.1,2,81.7,97.35
Ag00001aa145856_T001,MisinT508500.1.v7.1,1,36.6,100
Ag00001aa145884_T006,Misin16G076300.1.v7.1,1,48.5,100
Ag00001aa145890_T001,Misin03G030300.1.v7.1,1,40,100
Ag00001aa145998_T001,Misin15G080100.1.v7.1,2,68.1,97.05
Ag00001aa146010_T001,Misin14G054700.1.v7.1,1,42,100
Ag00001aa146021_T001,Misin04G181700.1.v7.1,2,70,100
Ag00001aa146114_T001,Misin15G065800.1.v7.1,6,302,100
Ag00001aa146122_T002,Misin14G051100.1.v7.1,1,47.4,100
Ag00001aa146331_T001,Misin09G021900.1.v7.1,1,50.8,100
Ag00001aa146360_T003,Misin15G091600.1.v7.1,1,40.4,100
Ag00001aa146394_T001,Misin15G088900.1.v7.1,1,45.1,100
Ag00001aa146395_T002,Misin14G071300.1.v7.1,3,127.89999999999999,100
Ag00001aa146474_T001,Misin15G104800.1.v7.1,2,67.4,100
Ag00001aa146564_T001,Misin12G014400.1.v7.1,1,34.7,100
Ag00001aa146597_T001,Misin12G010600.1.v7.1,4,153.29999999999998,100
Ag00001aa146720_T001,Misin12G036200.1.v7.1,1,33.1,93.3
Ag00001aa146726_T001,Misin11G027000.1.v7.1,1,52,100
Ag00001aa146814_T001,MisinT105200.1.v7.1,1,39.3,100
Ag00001aa147059_T001,Misin12G089400.1.v7.1,1,46.6,81.5
Ag00001aa147159_T001,Misin02G210600.1.v7.1,1,33.1,100
Ag00001aa147405_T001,Misin08G130300.1.v7.1,2,94.3,100
Ag00001aa147442_T001,Misin08G123500.1.v7.1,3,116.30000000000001,100
Ag00001aa147472_T001,Misin07G119000.1.v7.1,1,37,100
Ag00001aa147683_T001,Misin08G099400.1.v7.1,1,50.1,96
Ag00001aa147737_T001,Misin08G075200.1.v7.1,1,46.2,91.7
Ag00001aa147759_T001,Misin07G095500.1.v7.1,5,208.29999999999998,100
Ag00001aa147766_T001,Misin07G094900.1.v7.1,7,262.7,100
Ag00001aa147782_T001,Misin07G094000.1.v7.1,7,333.5,100
Ag00001aa147887_T001,Misin03G338700.1.v7.1,1,37,100
Ag00001aa147948_T001,Misin03G332900.1.v7.1,1,33.5,94.1
Ag00001aa148066_T002,Misin01G447300.1.v7.1,1,38.5,93.8
Ag00001aa148189_T001,Misin03G314200.1.v7.1,9,416.2,100
Ag00001aa148286_T001,Misin03G320300.1.v7.1,1,37,93.8
Ag00001aa148336_T001,Misin03G325500.1.v7.1,8,398.8999999999999,100
Ag00001aa148737_T001,Misin03G268000.1.v7.1,10,388.2,100
Ag00001aa148785_T001,Misin16G025600.1.v7.1,8,318.2,100
Ag00001aa148905_T001,Misin16G019000.1.v7.1,1,42,100
Ag00001aa148934_T001,Misin16G012800.1.v7.1,8,345.79999999999995,100
Ag00001aa148957_T001,Misin05G272000.1.v7.1,11,413.29999999999995,100
Ag00001aa148976_T001,Misin02G006900.1.v7.1,2,84.3,100
Ag00001aa149153_T001,Misin02G010000.1.v7.1,2,75.1,100
Ag00001aa149155_T001,Misin02G009900.1.v7.1,3,105.9,94.1
Ag00001aa149258_T001,Misin02G028900.1.v7.1,1,34.7,100
Ag00001aa149306_T004,Misin01G047500.1.v7.1,1,44.3,100
Ag00001aa149326_T001,Misin01G050100.1.v7.1,6,208.4,94.4
Ag00001aa149383_T003,Misin02G328200.1.v7.1,4,233,100
Ag00001aa149404_T002,Misin02G041500.1.v7.1,2,70.8,100
Ag00001aa149475_T001,Misin02G049700.1.v7.1,8,299.7,100
Ag00001aa149477_T001,Misin02G049800.1.v7.1,2,72.8,100
Ag00001aa149606_T001,Misin01G063000.1.v7.1,7,325.80000000000007,100
Ag00001aa149652_T001,Misin01G087400.1.v7.1,8,325.4,100
Ag00001aa149693_T001,Misin02G071900.1.v7.1,1,39.7,95.5
Ag00001aa149781_T002,Misin05G150900.1.v7.1,3,139.4,100
Ag00001aa149895_T002,Misin06G129600.1.v7.1,2,75.9,100
Ag00001aa149935_T002,Misin05G140500.1.v7.1,2,96.3,98
Ag00001aa149984_T001,Misin06G118500.1.v7.1,1,39.7,80
Ag00001aa150010_T001,Misin06G116000.1.v7.1,2,86.2,90.75
Ag00001aa150086_T001,Misin06G110800.1.v7.1,1,37.7,100
Ag00001aa150087_T001,Misin05G127400.1.v7.1,2,78.2,100
Ag00001aa150119_T001,MisinT007000.1.v7.1,1,35,100
Ag00001aa150145_T001,Misin06G384600.1.v7.1,4,160.6,100
Ag00001aa150179_T001,Misin07G350600.1.v7.1,2,79.4,100
Ag00001aa150200_T001,Misin05G381000.1.v7.1,2,87,100
Ag00001aa150234_T001,Misin05G385400.1.v7.1,1,43.5,94.1
Ag00001aa150303_T001,Misin06G400300.1.v7.1,1,35,94.7
Ag00001aa150460_T002,Misin06G372600.1.v7.1,5,234.8,100
Ag00001aa150634_T001,Misin05G370300.1.v7.1,6,317.7,100
Ag00001aa150683_T002,Misin05G357300.1.v7.1,3,122.4,100
Ag00001aa150873_T001,Misin05G366000.1.v7.1,3,120.1,100
Ag00001aa150991_T001,Misin05G335800.1.v7.1,11,453.4,100
Ag00001aa151058_T002,Misin19G276600.1.v7.1,1,65.5,100
Ag00001aa151090_T002,Misin03G064600.1.v7.1,2,90.9,100
Ag00001aa151108_T001,Misin18G276300.1.v7.1,4,159.1,100
Ag00001aa151135_T001,Misin19G259300.1.v7.1,1,33.5,100
Ag00001aa151242_T003,Misin18G258700.1.v7.1,2,68.19999999999999,100
Ag00001aa151368_T001,Misin19G244400.1.v7.1,1,47,100
Ag00001aa151548_T001,Misin05G075000.1.v7.1,1,33.5,71.4
Ag00001aa151642_T001,Misin18G180600.1.v7.1,6,275.2,100
